,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,Property_Type,Nbr_Living_Units,Sq_Ft_Fin_Basement,Yr_Built,Yr_Renovated,Newly_Construction,House_Sale_Price
18850,2370,3115,3.5,3,8,Single Family,1,420,2007,0,True,528183.0
18851,2390,3122,3.5,3,8,Single Family,1,420,2007,0,True,515635.0
18852,2370,3239,2.5,3,8,Single Family,1,420,2006,0,True,518141.0
18853,2390,3903,2.5,3,8,Single Family,1,420,2006,0,True,516091.0
18854,2520,3431,3.5,4,8,Single Family,1,690,2007,0,True,533773.0
18855,2520,3971,3.5,4,8,Single Family,1,690,2007,0,True,527625.0
18863,2470,15000,1.5,3,7,Single Family,1,790,1919,1959,False,508649.0
18865,1275,20000,1.75,4,6,Single Family,1,0,1991,0,False,313352.0
18866,1774,19250,2.5,3,7,Single Family,1,0,1994,0,False,366274.0
18867,870,4800,1.0,2,6,Single Family,1,0,1947,0,False,430860.0
18868,1260,6699,2.0,3,7,Single Family,1,0,1949,1988,False,469491.0
18871,2640,4000,2.5,4,9,Single Family,1,0,2006,0,False,977733.0
18872,2030,5100,2.5,3,7,Single Family,1,0,2008,0,False,595375.0
18873,1640,4000,1.75,3,7,Single Family,1,700,1954,0,False,526850.0
18874,790,4000,1.0,2,6,Single Family,1,0,1947,0,False,405214.0
18875,2950,4000,3.25,4,10,Single Family,1,0,2014,0,False,376099.0
18876,2950,4000,3.25,4,10,Single Family,1,0,2014,0,False,415567.0
18877,1210,5000,1.0,3,7,Single Family,1,0,1952,0,False,556732.0
18878,2860,4442,2.5,3,8,Single Family,1,0,2000,0,False,755379.0
18879,2090,4000,2.25,3,9,Single Family,1,170,1977,0,False,548812.0
18880,2390,6000,2.0,3,7,Single Family,1,0,1905,0,False,723307.0
18881,1800,4400,2.5,3,7,Single Family,1,450,1970,0,False,731777.0
18882,1550,3860,1.0,4,7,Single Family,1,110,1945,0,False,463738.0
18883,2150,3729,1.75,4,7,Single Family,1,1040,1919,0,False,715789.0
18884,2100,1833,3.5,3,8,Townhouse,1,480,2006,0,True,846846.0
18887,2200,3141,2.0,3,8,Single Family,1,1100,1950,0,False,875721.0
18888,1710,2161,1.5,3,7,Single Family,1,680,1907,0,False,500149.0
18889,1700,3600,2.0,4,7,Multiplex,2,0,1975,0,False,624663.0
18891,2240,3600,1.75,3,7,Single Family,1,1120,1905,0,False,738154.0
18892,2800,2613,2.5,4,7,Multiplex,2,1400,1905,0,False,603682.0
18893,1780,3600,1.75,4,8,Single Family,1,0,1914,0,False,933145.0
18894,3170,3600,2.75,5,9,Single Family,1,1110,1906,2006,False,1032158.0
18895,1480,1926,1.75,3,8,Single Family,1,330,1918,0,False,662965.0
18900,3040,2520,2.75,3,8,Single Family,1,1060,1914,0,False,726214.0
18901,2530,1774,4.0,4,9,Townhouse,1,430,2013,0,True,1147083.0
18902,1940,3649,1.75,3,8,Single Family,1,450,1904,0,False,1017019.0
18903,1940,3649,1.75,3,8,Single Family,1,450,1904,0,False,737317.0
18904,1290,1230,2.5,3,9,Townhouse,1,200,2008,0,True,691331.0
18905,1530,3503,1.75,2,7,Single Family,1,700,1916,0,False,740172.0
18906,2240,2344,1.75,3,8,Single Family,1,720,1930,0,False,548856.0
18908,1910,2192,1.75,2,8,Single Family,1,740,1925,0,True,528247.0
18909,1110,1144,2.25,2,8,Townhouse,1,300,2006,0,True,492590.0
18910,2520,2152,3.5,4,8,Single Family,1,960,1925,2006,False,763121.0
18912,3020,2800,2.5,5,8,Multiplex,2,1090,1926,2010,False,828091.0
18913,1550,2800,2.0,2,7,Single Family,1,450,1925,0,False,540275.0
18915,2600,4800,2.0,4,8,Multiplex,2,1200,1953,0,False,780394.0
18916,1600,2409,2.0,2,7,Single Family,1,700,1925,0,False,621563.0
18917,2270,3286,3.25,4,9,Single Family,1,480,1917,2007,False,1003997.0
18918,2270,3286,3.25,4,9,Single Family,1,480,1917,2007,False,794572.0
18919,1660,3300,2.0,2,7,Single Family,1,200,1910,0,False,749213.0
18920,2260,3727,3.25,3,8,Single Family,1,380,2003,0,False,896287.0
18921,800,2960,1.75,2,6,Single Family,1,220,1919,0,False,555010.0
18922,1100,2550,1.0,3,8,Single Family,1,0,1910,0,False,652417.0
18923,2520,3600,2.75,4,8,Single Family,1,840,1910,0,False,856882.0
18924,3860,4800,3.25,5,8,Single Family,1,1320,1927,0,False,992730.0
18925,3830,4800,4.5,6,9,Single Family,1,780,1919,2004,False,953679.0
18926,1900,4600,2.75,3,8,Single Family,1,0,1921,0,False,933395.0
18927,1280,5164,1.5,2,8,Single Family,1,0,1938,0,False,728229.0
18928,1480,6350,1.75,3,7,Single Family,1,270,1938,0,False,598195.0
18929,2450,5278,2.5,3,9,Single Family,1,1300,1928,1988,False,1105078.0
18930,3220,5174,4.25,4,10,Single Family,1,1060,1952,2008,False,650251.0
18931,3620,5131,3.25,4,11,Single Family,1,1270,1927,0,False,1413971.0
18932,2080,5556,1.75,3,8,Single Family,1,940,1948,0,False,829114.0
18933,2820,4427,3.5,4,8,Single Family,1,700,1946,0,False,853944.0
18934,1910,4230,1.75,3,8,Single Family,1,800,1956,0,False,678982.0
18935,1910,8947,2.5,4,8,Single Family,1,750,1970,0,False,468032.0
18936,1510,7210,2.0,4,7,Single Family,1,0,1971,0,False,360514.0
18937,1300,8034,1.5,3,7,Single Family,1,0,1971,0,False,411327.0
18938,2350,7210,2.25,4,7,Single Family,1,0,1972,0,False,548515.0
18939,2180,7210,2.5,4,7,Single Family,1,990,1972,0,False,343661.0
18940,2220,7210,2.5,4,7,Single Family,1,950,1973,0,False,438471.0
18941,2320,39333,3.0,4,8,Single Family,1,700,1987,0,False,453958.0
18943,1690,6658,1.0,3,7,Single Family,1,0,1942,1982,False,486187.0
18944,1490,10500,2.25,4,7,Single Family,1,460,1976,0,False,405156.0
18946,1860,8308,1.75,4,7,Single Family,1,0,1948,0,False,419215.0
18947,860,8308,1.0,2,7,Single Family,1,0,1948,0,False,374557.0
18948,870,8308,1.0,2,8,Single Family,1,0,1948,2010,False,361706.0
18949,860,8308,1.0,2,7,Single Family,1,0,1948,0,False,368959.0
18950,1150,8710,1.0,3,7,Single Family,1,0,1948,0,False,376731.0
18951,1970,6195,1.0,3,7,Single Family,1,800,1948,0,False,442992.0
18952,1500,5412,2.5,3,7,Single Family,1,600,1920,0,False,595423.0
18953,1280,1288,2.25,3,7,Townhouse,1,200,2008,0,False,524590.0
18958,760,4120,1.0,3,5,Single Family,1,0,1924,0,False,220936.0
18959,720,4120,1.0,2,5,Single Family,1,0,1915,0,False,215758.0
18960,1370,6180,1.5,3,7,Single Family,1,0,1958,0,False,261019.0
18961,1160,3811,1.5,2,7,Single Family,1,0,1999,0,False,243410.0
18962,1000,6172,1.0,2,6,Single Family,1,0,1923,0,False,246957.0
18963,2280,9472,1.0,3,6,Single Family,1,1010,1923,0,False,312875.0
18964,2280,9472,1.0,3,6,Single Family,1,1010,1923,0,True,267991.0
18965,1190,4841,1.0,3,7,Single Family,1,0,1952,0,False,243368.0
18966,1100,6172,1.0,3,7,Single Family,1,0,1951,0,False,227601.0
18967,1330,3536,1.0,3,6,Single Family,1,0,1945,0,False,204426.0
18968,1240,4120,1.0,3,6,Single Family,1,0,1944,0,False,247977.0
18969,2860,5682,5.25,6,7,Multiplex,3,0,1978,0,False,364693.0
18970,1700,6025,2.0,4,6,Multiplex,2,0,1978,0,False,258324.0
18971,1340,4131,2.5,3,7,Townhouse,1,0,1990,0,False,382621.0
18972,1340,5995,2.5,2,7,Townhouse,1,0,1989,0,False,333823.0
18973,3570,20642,2.75,4,10,Single Family,1,440,1989,0,False,775995.0
18974,3570,20642,2.75,4,10,Single Family,1,440,1989,0,False,935796.0
18976,1675,3000,2.5,3,8,Single Family,1,424,2001,0,False,467488.0
18977,820,4500,1.0,3,7,Single Family,1,0,1902,0,False,344381.0
18978,1520,3000,1.5,3,7,Single Family,1,0,1910,0,False,495179.0
18979,1310,3000,1.5,3,7,Single Family,1,0,1996,0,False,414980.0
18980,2080,5650,1.75,3,7,Single Family,1,990,1951,0,False,467957.0
18981,1580,8475,1.0,4,7,Single Family,1,0,1928,0,False,458264.0
18982,1090,5650,1.0,2,6,Single Family,1,200,1941,0,False,312870.0
18983,960,5650,1.75,3,6,Single Family,1,0,1942,0,False,309616.0
18984,920,5650,1.0,2,7,Single Family,1,0,1944,0,False,313352.0
18985,1540,5650,1.5,4,7,Single Family,1,0,1944,0,False,274080.0
18986,2080,5650,2.5,4,7,Single Family,1,400,1950,0,False,334337.0
18987,1150,5650,1.5,3,7,Single Family,1,0,1978,0,False,330280.0
18988,2920,6554,3.25,3,9,Single Family,1,920,1993,0,False,518725.0
18989,2380,5650,1.75,3,8,Single Family,1,1190,1956,0,False,554826.0
18990,2670,6780,2.75,4,8,Single Family,1,1040,1908,0,False,770265.0
18991,2310,5650,2.75,4,8,Single Family,1,980,1952,2012,False,482940.0
18992,2310,5650,2.75,4,8,Single Family,1,980,1952,2012,False,507818.0
18993,2220,5250,2.0,4,7,Single Family,1,1090,1959,0,False,489412.0
18994,1000,5650,1.0,2,7,Single Family,1,0,1951,0,False,365922.0
18995,960,5650,1.0,2,7,Single Family,1,0,1947,0,False,374697.0
18996,1410,5650,1.0,2,6,Single Family,1,0,1918,0,False,277742.0
18997,1090,4500,1.75,3,8,Single Family,1,0,1929,0,False,413570.0
18998,1780,5000,1.5,3,7,Single Family,1,750,1958,0,False,255795.0
18999,1830,7910,1.0,3,8,Single Family,1,200,1914,0,False,421581.0
19000,2620,2830,2.5,3,9,Single Family,1,0,1962,0,False,1201537.0
19001,2620,2830,2.5,3,9,Single Family,1,0,1962,0,False,1094301.0
19002,1640,2521,1.75,3,8,Single Family,1,0,1963,0,False,1070781.0
19003,770,6150,1.0,2,6,Single Family,1,0,1949,0,False,270977.0
19005,2670,5250,3.0,4,7,Single Family,1,1280,1985,0,False,380062.0
19006,2670,5250,3.0,4,7,Single Family,1,1280,1985,0,False,358210.0
19007,1650,5145,1.5,2,7,Single Family,1,800,1947,0,False,234090.0
19008,1080,5500,1.5,3,6,Single Family,1,0,1909,0,False,395769.0
19009,1130,5500,1.75,2,7,Single Family,1,100,1949,0,False,241311.0
19010,1740,5500,1.75,3,7,Single Family,1,740,1953,0,False,319735.0
19011,1760,5500,2.0,4,7,Single Family,1,980,1925,2004,False,274948.0
19012,1680,5500,2.0,3,6,Single Family,1,690,1903,0,False,221984.0
19013,1680,5500,2.0,3,6,Single Family,1,690,1903,0,False,444622.0
19014,2430,5600,2.0,5,6,Single Family,1,1000,1947,0,False,140014.0
19016,2070,6988,2.75,5,7,Single Family,1,600,1966,0,False,334517.0
19017,1230,6400,1.5,2,7,Single Family,1,0,1909,0,False,533333.0
19018,1480,6720,2.0,3,7,Single Family,1,740,1948,0,False,521396.0
19019,950,3430,1.0,1,7,Single Family,1,0,1949,0,False,330456.0
19020,3160,8429,2.75,4,7,Single Family,1,1540,1982,0,False,794665.0
19021,1870,5650,1.75,4,7,Single Family,1,890,1948,0,False,537284.0
19022,1790,5650,1.75,2,8,Single Family,1,780,1915,0,False,359465.0
19023,2260,5650,1.75,4,7,Single Family,1,1130,1951,0,False,513444.0
19024,2360,6250,3.0,4,7,Single Family,1,900,1960,0,False,457830.0
19025,1240,4842,1.0,3,6,Single Family,1,0,1916,0,False,248231.0
19026,1040,631,2.5,3,7,Townhouse,1,320,2004,0,False,268674.0
19027,1040,2643,2.5,3,7,Townhouse,1,320,2004,0,False,267396.0
19028,1220,7000,1.0,3,7,Single Family,1,0,1955,0,False,326275.0
19029,2306,5000,2.5,4,7,Single Family,1,0,2002,0,False,424361.0
19030,2480,8700,2.0,4,7,Single Family,1,1000,1955,0,False,385451.0
19031,1210,2153,1.0,3,7,Single Family,1,120,1928,0,False,409744.0
19032,1300,3348,1.5,3,7,Single Family,1,0,1904,2014,False,300779.0
19033,1360,1268,3.5,3,8,Townhouse,1,120,2007,0,False,416161.0
19034,1360,1275,3.5,3,8,Townhouse,1,120,2007,0,True,398400.0
19035,1470,1972,2.25,3,7,Townhouse,1,0,1999,0,False,387993.0
19036,1610,4750,1.75,3,7,Single Family,1,400,1951,0,False,330910.0
19037,1450,7790,1.0,3,6,Single Family,1,0,1918,0,False,281203.0
19038,930,4500,2.25,3,7,Single Family,1,0,1908,0,False,368302.0
19039,1420,4600,2.0,3,7,Single Family,1,590,1948,0,False,300691.0
19040,2310,13020,2.5,4,9,Single Family,1,0,1989,0,False,538312.0
19041,2710,17156,2.5,4,10,Single Family,1,860,1990,0,False,671605.0
19042,3190,11610,2.5,4,10,Single Family,1,1000,1990,0,False,846096.0
19043,4160,10913,3.5,4,12,Single Family,1,0,2006,0,False,1433878.0
19044,4120,16365,2.75,3,12,Single Family,1,0,1999,0,False,1320202.0
19045,4350,14384,3.25,4,10,Single Family,1,960,1997,0,False,1144168.0
19046,3400,11832,2.5,4,10,Single Family,1,0,1999,0,False,946305.0
19047,4940,14104,4.5,5,11,Single Family,1,1110,2000,0,False,1371178.0
19048,4220,11529,3.5,4,11,Single Family,1,0,2001,0,False,1318299.0
19049,4140,13392,3.5,4,11,Single Family,1,0,2000,0,False,1324286.0
19050,4140,13392,3.5,4,11,Single Family,1,0,2000,0,False,1034332.0
19051,4470,9989,3.5,4,11,Single Family,1,0,1999,0,False,1237829.0
19052,2690,8490,2.5,3,9,Single Family,1,0,1990,0,False,749441.0
19053,2600,13069,2.5,4,10,Single Family,1,0,1989,0,False,792553.0
19054,2700,7015,2.5,4,9,Single Family,1,0,1989,0,False,800604.0
19055,2600,17388,2.5,4,9,Single Family,1,0,1996,0,False,736693.0
19056,2340,14652,2.5,4,9,Single Family,1,0,1996,0,False,663376.0
19057,2460,10592,2.5,4,9,Single Family,1,0,1995,0,False,642955.0
19058,2280,11564,2.5,4,9,Single Family,1,0,1993,0,False,697100.0
19059,2700,15052,2.5,4,10,Single Family,1,0,1994,0,False,842978.0
19060,4100,12445,4.25,6,10,Single Family,1,550,1993,0,False,909178.0
19061,4100,12445,4.25,6,10,Single Family,1,550,1993,0,False,1119715.0
19062,1610,4000,1.75,2,6,Single Family,1,500,1909,0,False,312998.0
19063,1340,2805,1.75,3,7,Single Family,1,0,1919,0,False,378905.0
19064,1580,8567,1.75,4,6,Single Family,1,600,1959,0,False,252449.0
19065,1100,9085,1.0,3,6,Single Family,1,0,1967,0,False,196491.0
19066,1250,9085,1.75,3,7,Single Family,1,0,1968,0,False,282456.0
19067,1600,10311,2.0,3,7,Single Family,1,0,1984,0,False,271914.0
19068,1550,7287,2.0,4,7,Single Family,1,0,1984,0,False,306359.0
19069,1070,8561,2.0,3,7,Single Family,1,0,1983,0,False,218944.0
19070,1070,7075,2.0,3,7,Single Family,1,0,1983,0,False,271875.0
19071,1020,7855,2.0,3,7,Single Family,1,0,1983,0,False,263425.0
19072,1700,7646,2.5,4,7,Single Family,1,0,1993,0,False,273430.0
19073,1460,6203,2.0,3,8,Single Family,1,0,1992,0,False,330636.0
19074,2140,5700,2.5,4,8,Single Family,1,0,1992,0,False,380459.0
19075,2490,9338,2.5,4,8,Single Family,1,0,1994,0,False,424846.0
19076,2360,8093,2.5,3,8,Single Family,1,0,1995,0,False,441227.0
19077,1490,9285,2.0,3,8,Single Family,1,0,1995,0,False,345531.0
19078,1210,8094,1.75,2,7,Single Family,1,0,1994,0,False,271719.0
19079,1210,8094,1.75,2,7,Single Family,1,0,1994,0,False,269371.0
19080,1210,8094,1.75,2,7,Single Family,1,0,1994,0,False,273436.0
19081,1650,8408,2.25,3,7,Single Family,1,0,1995,0,False,297451.0
19082,1970,8403,2.5,4,7,Single Family,1,0,1994,0,False,283046.0
19083,1650,8100,2.25,3,7,Single Family,1,0,1994,0,False,304118.0
19084,1330,8316,1.5,3,7,Single Family,1,0,1980,0,False,276783.0
19085,1910,7210,2.75,4,7,Single Family,1,480,1980,0,False,371410.0
19086,1910,7210,2.75,4,7,Single Family,1,480,1980,0,False,209533.0
19087,1270,7875,1.75,3,7,Single Family,1,0,1980,0,False,304805.0
19088,1880,8000,2.75,5,7,Single Family,1,910,1980,0,False,301716.0
19089,990,9599,1.0,3,6,Single Family,1,0,1959,0,False,318116.0
19090,1500,9447,1.75,3,7,Single Family,1,0,1957,0,False,279889.0
19091,2150,6949,2.5,3,7,Single Family,1,0,2007,0,False,365152.0
19092,2150,6949,2.5,3,7,Single Family,1,0,2007,0,False,331558.0
19093,3070,5680,2.5,4,7,Single Family,1,0,2007,0,True,387524.0
19094,2080,3783,2.5,4,7,Single Family,1,0,2009,0,True,297657.0
19096,2180,5053,2.5,4,7,Single Family,1,0,2009,0,True,305509.0
19097,2550,4802,2.5,4,8,Single Family,1,0,2008,0,True,428654.0
19098,2280,6386,2.5,3,8,Single Family,1,0,2008,0,True,369110.0
19099,2140,5109,2.5,3,8,Single Family,1,0,2010,0,True,351866.0
19100,2420,4694,2.5,4,8,Single Family,1,0,2006,0,True,366153.0
19101,2620,4954,2.5,6,8,Single Family,1,0,2007,0,True,424510.0
19102,1780,5000,2.5,3,7,Single Family,1,0,2011,0,True,336391.0
19103,2050,5923,2.5,4,7,Single Family,1,0,2011,0,False,355464.0
19104,2060,4443,2.5,4,7,Single Family,1,0,2011,0,True,362713.0
19105,2940,16941,2.5,5,9,Single Family,1,1470,1976,0,False,370518.0
19107,2520,4888,2.5,4,7,Single Family,1,0,2012,0,True,366145.0
19110,3000,7327,3.5,5,9,Single Family,1,0,2006,0,True,679121.0
19111,2620,4802,2.5,4,8,Single Family,1,0,2008,0,False,392126.0
19112,2560,5428,2.5,4,8,Single Family,1,0,2012,0,True,389969.0
19113,1990,4761,2.5,3,8,Single Family,1,0,2008,0,True,345856.0
19114,2140,5000,2.5,3,8,Single Family,1,0,2010,0,True,359978.0
19116,2890,5003,2.5,4,8,Single Family,1,0,2006,0,False,440654.0
19117,2620,5003,2.5,5,8,Single Family,1,0,2007,0,False,399787.0
19118,1990,5612,2.5,3,8,Single Family,1,0,2007,0,True,404981.0
19120,1150,7276,1.0,3,6,Single Family,1,0,1961,0,False,239075.0
19121,920,7276,1.0,3,6,Single Family,1,0,1961,0,False,227672.0
19122,2270,7070,2.75,5,6,Single Family,1,0,1961,0,False,304805.0
19123,1220,12296,2.0,3,7,Single Family,1,0,1955,0,False,226958.0
19124,2410,10763,2.75,6,7,Single Family,1,1100,1957,0,False,274258.0
19125,1170,9700,1.5,3,7,Single Family,1,0,1955,0,False,305244.0
19126,1550,9600,2.0,4,7,Single Family,1,0,1956,0,False,328184.0
19127,1190,9226,1.0,3,7,Single Family,1,0,1956,0,False,291930.0
19128,1720,10137,1.75,4,7,Single Family,1,0,1956,0,False,371351.0
19129,1200,8460,2.0,4,7,Single Family,1,0,1957,0,False,310722.0
19130,1200,8460,2.0,4,7,Single Family,1,0,1957,0,False,180162.0
19131,1890,6992,2.75,5,7,Single Family,1,700,1977,0,False,394022.0
19132,990,8400,1.5,3,7,Single Family,1,0,1978,0,False,230831.0
19133,1250,7560,1.5,3,7,Single Family,1,0,1978,0,False,269474.0
19134,1030,7560,1.5,3,7,Single Family,1,0,1978,0,False,230831.0
19136,2000,4000,2.25,2,7,Single Family,1,850,1924,1979,False,741036.0
19137,3440,5000,2.25,5,9,Single Family,1,0,1901,0,False,1317764.0
19138,2830,3200,2.75,4,8,Single Family,1,0,1903,0,False,327061.0
19139,1430,3600,1.0,4,7,Single Family,1,0,1926,0,False,533381.0
19140,3450,6360,3.25,5,9,Single Family,1,1590,1905,0,False,1491715.0
19141,4370,5000,4.5,6,9,Single Family,1,1400,1962,2004,False,1587339.0
19142,1390,10155,2.0,3,7,Single Family,1,260,1980,0,False,337698.0
19143,1390,10155,2.0,3,7,Single Family,1,260,1980,0,False,205466.0
19144,1780,15114,2.75,3,7,Single Family,1,700,1980,0,False,299062.0
19145,1740,9163,1.0,3,7,Single Family,1,0,1954,0,False,385328.0
19148,1390,1080,3.0,3,7,Townhouse,1,250,2006,0,False,335238.0
19155,3350,199253,3.0,4,10,Single Family,1,0,2004,0,False,835904.0
19156,3350,199253,3.0,4,10,Single Family,1,0,2004,0,False,798136.0
19157,3810,7992,2.75,4,10,Single Family,1,0,2002,0,False,837416.0
19158,1230,5891,1.0,3,7,Single Family,1,140,1928,0,False,554794.0
19159,1150,5504,1.0,2,7,Single Family,1,180,1940,0,False,510280.0
19160,960,4080,1.0,2,7,Single Family,1,0,1925,0,False,494349.0
19161,1830,4080,2.0,4,7,Single Family,1,800,1930,0,False,539230.0
19162,1260,3963,1.0,3,6,Single Family,1,0,1941,0,True,390564.0
19163,1600,6761,1.75,3,7,Single Family,1,0,1954,0,False,475016.0
19164,1450,1245,2.25,3,8,Townhouse,1,0,2000,0,False,444241.0
19168,890,3800,1.75,3,7,Single Family,1,140,1926,0,False,461132.0
19169,1330,3800,1.5,1,7,Single Family,1,420,1947,0,False,506022.0
19170,1890,4330,1.75,3,7,Single Family,1,650,1937,0,False,701935.0
19171,1010,5000,1.0,2,6,Single Family,1,0,1908,0,False,512781.0
19172,1160,5969,1.0,3,7,Single Family,1,280,1930,0,False,495035.0
19173,2390,3600,2.25,4,8,Single Family,1,950,1931,0,False,580801.0
19174,2140,4080,2.5,3,8,Single Family,1,0,1994,0,False,847738.0
19175,1660,4000,1.5,2,7,Single Family,1,660,1950,0,False,447611.0
19176,1880,4950,2.0,3,7,Single Family,1,940,1948,0,False,536805.0
19177,1060,5150,3.25,4,7,Single Family,1,0,1952,0,False,487780.0
19178,1990,5150,1.75,3,7,Single Family,1,850,1947,0,False,519344.0
19179,1720,3826,1.75,3,9,Single Family,1,610,1927,0,False,760417.0
19180,1900,5470,2.0,5,7,Single Family,1,720,1930,1965,False,397495.0
19181,1900,5470,2.0,5,7,Single Family,1,720,1930,1965,False,498425.0
19182,1480,4050,1.75,3,7,Single Family,1,610,1926,0,False,503554.0
19183,1310,4119,1.0,2,7,Single Family,1,390,1954,0,False,308208.0
19184,860,6000,1.0,2,6,Single Family,1,0,1947,0,False,429118.0
19185,1330,4271,1.5,3,7,Single Family,1,0,1927,0,False,466824.0
19186,840,6198,1.0,3,7,Single Family,1,0,1950,0,False,415305.0
19187,1510,6120,1.0,3,7,Single Family,1,600,1941,0,False,461707.0
19188,1260,6196,1.0,2,7,Single Family,1,400,1950,0,False,432690.0
19189,1260,6196,1.0,2,7,Single Family,1,400,1950,0,False,458773.0
19190,1600,4635,2.5,4,7,Single Family,1,800,1952,2008,False,533110.0
19191,1310,3090,2.0,3,7,Single Family,1,0,1983,0,False,311431.0
19192,1780,3090,3.0,3,7,Single Family,1,430,1987,0,False,491129.0
19193,1120,6180,1.0,2,7,Single Family,1,0,1939,0,False,430990.0
19194,2950,5700,3.25,3,7,Single Family,1,1080,1925,0,False,979756.0
19195,1570,2880,2.0,3,7,Single Family,1,600,1985,0,False,528036.0
19196,1280,9310,1.0,3,7,Single Family,1,0,1953,0,False,380525.0
19197,3010,5040,2.5,4,8,Single Family,1,0,2006,0,False,742552.0
19198,370,2992,0.75,1,5,Single Family,1,0,1946,0,False,246131.0
19199,1090,4200,1.5,3,7,Single Family,1,0,1909,0,False,517327.0
19200,2080,7650,2.75,4,7,Single Family,1,680,1974,0,False,408913.0
19201,1075,5000,2.0,2,6,Single Family,1,0,1928,1999,False,209852.0
19202,1075,5000,2.0,2,6,Single Family,1,0,1928,1999,False,244774.0
19203,1940,10500,2.5,4,7,Single Family,1,800,1976,0,False,579550.0
19204,1610,9375,1.75,3,7,Single Family,1,500,1976,0,False,459028.0
19205,1990,9020,2.5,4,8,Single Family,1,800,1977,0,False,601002.0
19206,1990,9594,1.75,3,8,Single Family,1,800,1977,0,False,534695.0
19207,1990,9594,1.75,3,8,Single Family,1,800,1977,0,False,440423.0
19208,1610,12555,1.75,3,7,Single Family,1,530,1977,0,False,511177.0
19209,2030,10000,2.75,4,8,Single Family,1,840,1978,0,False,587472.0
19210,2250,4119,2.5,4,8,Single Family,1,0,2001,0,False,521590.0
19211,2260,3000,2.5,4,8,Single Family,1,0,2003,0,False,572518.0
19212,2340,2947,2.5,3,8,Single Family,1,0,2001,0,False,528227.0
19213,1570,10680,2.0,3,7,Single Family,1,0,1967,0,False,450348.0
19214,1360,7700,1.75,3,7,Single Family,1,0,1977,0,False,455201.0
19215,1290,7480,1.0,3,7,Single Family,1,0,1977,0,False,432995.0
19216,1970,7350,2.25,4,7,Single Family,1,580,1977,0,False,484112.0
19217,1720,7200,1.75,3,7,Single Family,1,580,1977,0,False,391791.0
19218,1660,7752,2.75,4,7,Single Family,1,520,1977,0,False,465946.0
19219,1200,8000,1.5,3,7,Single Family,1,0,1977,0,False,456276.0
19220,1070,9000,1.75,3,7,Single Family,1,0,1978,0,False,397797.0
19221,2100,7600,2.5,3,7,Single Family,1,650,1980,0,False,550484.0
19222,1780,8050,2.25,3,7,Single Family,1,550,1979,0,False,514776.0
19223,1420,7210,1.75,4,7,Single Family,1,420,1980,0,False,462541.0
19224,1230,8670,1.75,3,7,Single Family,1,0,1980,0,False,411781.0
19225,2240,5600,1.75,4,7,Single Family,1,960,1980,0,False,562961.0
